a	ˈeɪ
milf	mˈɪlf
milfhunter	mˈɪlfhʌntɚ
milfs	mˈɪlfs
military	mˈɪlətˌɛɹi
milk	mˈɪlk
mill	mˈɪl
millennium	mɪlˈɛniəm
miller	mˈɪlɚ
million	mˈɪliən
millions	mˈɪliənz
mills	mˈɪlz
milton	mˈɪltən
milwaukee	mɪlwˈɔːkiː
min	mˈɪn
mind	mˈaɪnd
minds	mˈaɪndz
mine	mˈaɪn
mineral	mˈɪnɚɹəl
minerals	mˈɪnɚɹəlz
mini	mˈɪni
minimal	mˈɪnɪməl
minimize	mˈɪnɪmˌaɪz
minimum	mˈɪnɪməm
mining	mˈaɪnɪŋ
minister	mˈɪnɪstɚ
ministers	mˈɪnɪstɚz
ministry	mˈɪnɪstɹi
minneapolis	mˌɪniːˈæpəlɪs
minnesota	mˌɪnɪsˈoʊɾə
minolta	mɪnˈoʊltə
minor	mˈaɪnɚ
minority	maɪnˈɔːɹᵻɾi
mins	mˈɪnz
mint	mˈɪnt
minus	mˈaɪnəs
minute	mˈɪnɪt
minutes	mˈɪnɪts
mirror	mˈɪɹɚ
mirrors	mˈɪɹɚz
misc	mˈɪsk
miscellaneous	mˌɪsəlˈeɪniəs
miss	mˈɪs
missed	mˈɪst
missing	mˈɪsɪŋ
mission	mˈɪʃən
missions	mˈɪʃənz
mississippi	mˌɪsɪsˈɪpi
missouri	mɪzˈʊɹɹi
mistake	mɪstˈeɪk
mistakes	mɪstˈeɪks
mistress	mˈɪstɹəs
mit	mˈɪt
mitchell	mˈɪtʃəl
mitsubishi	mˌɪtsuːbˈiːʃi
mix	mˈɪks
mixed	mˈɪkst
mixing	mˈɪksɪŋ
mixture	mˈɪkstʃɚ
ml	ˌɛmˈɛl
mlb	ˌɛmˌɛlbˈiː
mls	ˌɛmˌɛlˈɛs
mm	ˌɛmˈɛm
mn	ˌɛmˈɛn
mo	mˈoʊ
mobile	mˈoʊbəl
mobiles	mˈoʊbəlz
mobility	moʊbˈɪlᵻɾi
mod	mˈɑːd
mode	mˈoʊd
model	mˈɑːdəl
modeling	mˈɑːdəlɪŋ
models	mˈɑːdəlz
modem	mˈoʊdəm
moderate	mˈɑːdɚɹət
moderator	mˈɑːdɚɹˌeɪɾɚ
modern	mˈɑːdɚn
modes	mˈoʊdz
modification	mˌɑːdɪfɪkˈeɪʃən
modifications	mˌɑːdɪfɪkˈeɪʃənz
modified	mˈɑːdᵻfˌaɪd
modify	mˈɑːdᵻfˌaɪ
module	mˈɑːdʒuːl
modules	mˈɑːdʒuːlz
moisture	mˈɔɪstʃɚ
molecular	məlˈɛkjʊlɚ
mom	mˈɑːm
moment	mˈoʊmənt
moments	mˈoʊmənts
moms	mˈɑːmz
mon	mˈɑːn
monaco	mˈɑːnəkˌoʊ
monday	mˈʌndeɪ
monetary	mˈɑːnɪtˌɛɹi
money	mˈʌni
monica	mˈɑːnɪkə
monitor	mˈɑːnɪɾɚ
monitoring	mˈɑːnɪɾɚɹɪŋ
monitors	mˈɑːnɪɾɚz
monkey	mˈʌŋki
mono	mˈɑːnoʊ
monroe	mˈɔnɹoʊ
monster	mˈɔnstɚ
montana	mɑːntˈænə
montgomery	mɑːntɡˈɑːmɚɹi
month	mˈʌnθ
monthly	mˈʌnθli
months	mˈʌnθs
montreal	mˌɑːntɹɪˈɔːl
mood	mˈuːd
moon	mˈuːn
moore	mˈʊɹ
moral	mˈɔːɹəl
more	mˈɔːɹ
moreover	mɔːɹˈoʊvɚ
morgan	mˈɔːɹɡən
morning	mˈɔːɹnɪŋ
morocco	mɚɹˈɑːkoʊ
morris	mˈɔːɹɪs
mortality	mɔːɹtˈælᵻɾi
mortgage	mˈɔːɹɡɪdʒ
mortgages	mˈɔːɹɡɪdʒᵻz
moscow	mˈɑːskoʊ
most	mˈoʊst
mostly	mˈoʊstli
motel	moʊtˈɛl
motels	moʊtˈɛlz
mother	mˈʌðɚ
mothers	mˈʌðɚz
motion	mˈoʊʃən
motivation	mˌoʊɾɪvˈeɪʃən
motor	mˈoʊɾɚ
motorcycle	mˈoʊɾɚsˌaɪkəl
motorola	mˌoʊɾɚɹˈoʊlə
motors	mˈoʊɾɚz
mount	mˈaʊnt
mountain	mˈaʊntɪn
mountains	mˈaʊntɪnz
mounted	mˈaʊntᵻd
mounting	mˈaʊntɪŋ
mouse	mˈaʊs
mouth	mˈaʊθ
move	mˈuːv
moved	mˈuːvd
movement	mˈuːvmənt
movements	mˈuːvmənts
moves	mˈuːvz
movie	mˈuːvi
movies	mˈuːvɪz
moving	mˈuːvɪŋ
mozambique	mˌɑːzɐmbˈiːk
mozilla	məzˈɪlə
mp	ˌɛmpˈiː
mpeg	ˈɛmpˈɛɡ
mph	ˌɛmpˌiːˈeɪtʃ
mr	mˈɪstɚ
mrs	mˈɪsɪz
ms	ˌɛmˈɛs
msg	ˌɛmˌɛsdʒˈiː
msgid	ˌɛmˈɛsɡˈɪd
msgstr	ˌɛmˌɛsdʒˈiːˌɛstˌiːˈɑːɹ
msn	ˌɛmˌɛsˈɛn
mt	ˌɛmtˈiː
much	mˈʌtʃ
multi	mˈʌltaɪ
multimedia	mˌʌltɪmˈiːdiːə
multiple	mˌʌltɪpəl
municipal	mjuːnˈɪsɪpəl
murder	mˈɜːdɚ
murphy	mˈɜːfi
murray	mˈɜːɹeɪ
muscle	mˈʌsəl
museum	mjuːzˈiəm
museums	mjuːzˈiəmz
music	mjˈuːzɪk
musical	mjˈuːzɪkəl
musicians	mjuːzˈɪʃənz
muslim	mˈʊzlɪm
must	mˈʌst
mutual	mjˈuːtʃuːəl
mw	ˌɛmdˈʌbəljˌuː
mx	ˌɛmˈɛks
my	mˈaɪ
myers	mˈaɪɚz
myself	maɪsˈɛlf
myspace	mˈaɪspeɪs
mysql	mˌaɪ ɛskjuːˈɛl
mystery	mˈɪstɚɹi
n	ˈɛn
na	nˈɑː
nail	nˈeɪl
naked	nˈeɪkᵻd
nam	nˈæm
name	nˈeɪm
named	nˈeɪmd
names	nˈeɪmz
namibia	næmˈɪbiə
nancy	nˈænsi
nano	nˌænoʊ
narrow	nˈæɹoʊ
nasa	nˈæsɐ
nascar	nˈæskɑːɹ
nasdaq	nˈæsdæk
nashville	nˈæʃvɪl
nasty	nˈæsti
nat	nˈæt
nation	nˈeɪʃən
national	nˈæʃənəl
nations	nˈeɪʃənz
nationwide	nˈeɪʃənwˌaɪd
native	nˈeɪɾɪv
natural	nˈætʃɚɹəl
naturally	nˈætʃɚɹəli
naturals	nˈætʃɚɹəlz
nature	nˈeɪtʃɚ
nav	nˈæv
naval	nˈeɪvəl
navigate	nˈævɪɡˌeɪt
navigation	nˌævɪɡˈeɪʃən
navy	nˈeɪvi
nb	ˌɛnbˈiː
nba	ˌɛnbˌiːˈeɪ
nc	ˌɛnsˈiː
ncaa	ˈɛŋkˈɑː
nd	ˌɛndˈiː
ne	nˈiː
near	nˈɪɹ
nearby	nɪɹbˈaɪ
nearest	nˈɪɹɪst
nearly	nˈɪɹli
nebraska	nəbɹˈæskə
nec	nˈɛk
necessarily	nˌɛsɪsˈɛɹᵻli
necessary	nˈɛsᵻsɚɹi
neck	nˈɛk
necklace	nˈɛkləs
need	nˈiːd
needed	nˈiːdᵻd
needs	nˈiːdz
negative	nˈɛɡətˌɪv
negotiations	nᵻɡˌoʊʃɪˈeɪʃənz
neighborhood	nˈeɪbɚhˌʊd
neighbors	nˈeɪbɚz
neil	nˈiːl
neither	nˈiːðɚ
nelson	nˈɛlsən
neo	nˈiːoʊ
nepal	nɛpˈɔːl
nervous	nˈɜːvəs
net	nˈɛt
netherlands	nˈɛðɜːləndz
netscape	nˈɛtskeɪp
network	nˈɛtwɜːk
networking	nˈɛtwɜːkɪŋ
networks	nˈɛtwɜːks
neutral	nˈuːtɹəl
nevada	nᵻvˈædə
never	nˈɛvɚ
nevertheless	nˌɛvɚðəlˈɛs
new	nˈuː
newbie	nˈuːbi
newcastle	nˈuːkæsəl
newer	nˈuːɚ
newest	nˈuːɪst
newly	nˈuːli
newport	nˈuːpɔːɹt
news	nˈuːz
newsletter	nˈuːzlɛɾɚ
newsletters	nˈuːzlɛɾɚz
newspaper	nˈuːzpeɪpɚ
newspapers	nˈuːzpeɪpɚz
newton	nˈuːtən
next	nˈɛkst
nfl	ˌɛnˌɛfˈɛl
ng	ˌɛndʒˈiː
nh	ˌɛnˈeɪtʃ
nhl	ˌɛnˌeɪtʃˈɛl
nhs	ˌɛnˌeɪtʃˈɛs
ni	nˈaɪ
nice	nˈaɪs
nicholas	nˈɪkələs
nick	nˈɪk
nickname	nˈɪkneɪm
nicole	nɪkˈoʊl
nigeria	naɪdʒˈiəɹɪə
night	nˈaɪt
nights	nˈaɪts
nike	nˈaɪk
nikon	nˈaɪkɑːn
nine	nˈaɪn
nintendo	nɪntˈɛndoʊ
nipple	nˈɪpəl
nipples	nˈɪpəlz
nissan	nˈɪsɑːn
nj	ˌɛndʒˈeɪ
nl	ˌɛnˈɛl
nm	ˌɛnˈɛm
nn	ˌɛnˈɛn
no	nˈoʊ
noble	nˈoʊbəl
nobody	nˈoʊbɑːdi
node	nˈoʊd
nodes	nˈoʊdz
noise	nˈɔɪz
nokia	nˈoʊkiə
non	nˈɑːn
none	nˈʌn
nonprofit	nˌɑːnpɹˈɑːfɪt
noon	nˈuːn
nor	nˈɔːɹ
norfolk	nˈɔːɹfək
normal	nˈɔːɹməl
normally	nˈɔːɹməli
norman	nˈɔːɹmən
north	nˈɔːɹθ
northeast	nˈɔːɹθiːst
northern	nˈɔːɹðɚn
northwest	nɔːɹθwˈɛst
norton	nˈɔːɹtən
norway	nˈɔːɹweɪ
norwegian	nɔːɹwˈiːdʒən
nose	nˈoʊz
not	nˈɑːt
note	nˈoʊt
notebook	nˈoʊtbʊk
notebooks	nˈoʊtbʊks
noted	nˈoʊɾᵻd
notes	nˈoʊts
nothing	nˈʌθɪŋ
notice	nˈoʊɾɪs
noticed	nˈoʊɾɪst
notices	nˈoʊɾɪsᵻz
notification	nˌoʊɾɪfɪkˈeɪʃən
notifications	nˌoʊɾɪfɪkˈeɪʃənz
notified	nˈoʊɾᵻfˌaɪd
notify	nˈoʊɾᵻfˌaɪ
notion	nˈoʊʃən
nov	nˈɑːv
nova	nˈoʊvə
novel	nˈɑːvəl
novels	nˈɑːvəlz
november	noʊvˈɛmbɚ
now	nˈaʊ
np	ˌɛnpˈiː
nr	ˌɛnˈɑːɹ
ns	ˌɛnˈɛs
nsw	ˌɛnˌɛsdˈʌbəljˌuː
nt	ˌɛntˈiː
nu	nˈuː
nuclear	nˈuːklɪɹ
nude	nˈuːd
nuke	nˈuːk
null	nˈʌl
number	nˈʌmbɚ
numbers	nˈʌmbɚz
numerical	nuːmˈɛɹɪkəl
numerous	nˈuːmɚɹəs
nurse	nˈɜːs
nursery	nˈɜːsɚɹi
nurses	nˈɜːsᵻz
nursing	nˈɜːsɪŋ
nutrition	njuːtɹˈɪʃən
nuts	nˈʌts
nutten	nˈʌʔn̩
nv	ˌɛnvˈiː
nw	ˌɛndˈʌbəljˌuː
ny	ˌɛnwˈaɪ
nyc	nˈɪk
nylon	nˈaɪlɑːn
nz	ˌɛnzˈiː
o	ˈoʊ
oak	ˈoʊk
oakland	ˈoʊklənd
oasis	oʊˈeɪsɪs
obituaries	oʊbˈɪtʃuːˌɛɹiz
object	ˈɑːbdʒɛkt
objective	ɑːbdʒˈɛktɪv
objectives	ɑːbdʒˈɛktɪvz
objects	ˈɑːbdʒɛkts
obligation	ˌɑːblɪɡˈeɪʃən
obligations	ˌɑːblɪɡˈeɪʃənz
observation	ɑːbzɚvˈeɪʃən
observations	ɑːbzɚvˈeɪʃənz
observe	əbzˈɜːv
observed	əbzˈɜːvd
observer	əbzˈɜːvɚ
obtain	əbtˈeɪn
obtained	əbtˈeɪnd
obtaining	əbtˈeɪnɪŋ
obvious	ˈɑːbviəs
obviously	ˈɑːbviəsli
oc	ˈɑːk
occasion	əkˈeɪʒən
occasionally	əkˈeɪʒənəli
occasions	əkˈeɪʒənz
occupation	ˌɑːkjʊpˈeɪʃən
occupational	ˌɑːkjʊpˈeɪʃənəl
occupied	ˈɑːkjʊpˌaɪd
occur	əkˈɜː
occurred	əkˈɜːd
occurs	əkˈɜːz
ocean	ˈoʊʃən
oclc	ˈɑːklk
oct	ˈɑːkt
october	ɑːktˈoʊbɚ
odd	ˈɑːd
odds	ˈɑːdz
oe	ˈoʊ
oem	ˌoʊiːˈɛm
of	ʌv
off	ˈɔf
offense	əfˈɛns
offensive	əfˈɛnsɪv
offer	ˈɔfɚ
offered	ˈɔfɚd
offering	ˈɔfɚɹɪŋ
offerings	ˈɔfɚɹɪŋz
offers	ˈɔfɚz
office	ˈɑːfɪs
officer	ˈɑːfɪsɚ
officers	ˈɑːfɪsɚz
offices	ˈɑːfɪsᵻz
official	əfˈɪʃəl
officially	əfˈɪʃəli
officials	əfˈɪʃəlz
offline	ˈɔflaɪn
offset	ˈɔfsɛt
offshore	ˈɔfʃɔːɹ
often	ˈɔfən
oh	ˈoʊ
ohio	oʊhˈaɪoʊ
oil	ˈɔɪl
oils	ˈɔɪlz
ok	ˌoʊkˈeɪ
okay	oʊkˈeɪ
oklahoma	ˌoʊklɐhˈoʊmə
old	ˈoʊld
older	ˈoʊldɚ
oldest	ˈoʊldɪst
olive	ˈɑːlɪv
oliver	ˈɑːlɪvɚ
olympic	əlˈɪmpɪk
olympics	əlˈɪmpɪks
olympus	əlˈɪmpəs
om	ˈɑːm
omaha	ˈoʊmɐhˌɑː
omega	oʊmˈeɪɡə
on	ˈɔn
once	wˈʌns
one	wˌʌn
ones	wˌʌnz
ongoing	ˈɑːŋɡoʊɪŋ
online	ˈɑːnlaɪn
only	ˈoʊnli
ons	ˈɔnz
ontario	ɑːntˈæɹɪˌoʊ
onto	ˈɑːntʊ
oo	ˈuː
ooo	ˈuːoʊ
oops	ˈuːps
op	ˈɑːp
open	ˈoʊpən
opened	ˈoʊpənd
opening	ˈoʊpənɪŋ
opens	ˈoʊpənz
opera	ˈɑːpɚɹə
operate	ˈɑːpɚɹˌeɪt
operated	ˈɑːpɚɹˌeɪɾᵻd
operates	ˈɑːpɚɹˌeɪts
operating	ˈɑːpɚɹˌeɪɾɪŋ
operation	ˌɑːpɚɹˈeɪʃən
operational	ˌɑːpɚɹˈeɪʃənəl
operations	ˌɑːpɚɹˈeɪʃənz
operator	ˈɑːpɚɹˌeɪɾɚ
operators	ˈɑːpɚɹˌeɪɾɚz
opinion	əpˈɪniən
opinions	əpˈɪniənz
opportunities	ɑːpɚtˈuːnᵻɾiz
opportunity	ɑːpɚtˈuːnᵻɾi
opposed	əpˈoʊzd
opposite	ˈɑːpəzˌɪt
opposition	ˌɑːpəzˈɪʃən
opt	ˈɑːpt
optical	ˈɑːptɪkəl
optics	ˈɑːptɪks
optimal	ˈɑːptɪməl
optimization	ˌɑːptɪmᵻzˈeɪʃən
option	ˈɑːpʃən
optional	ˈɑːpʃənəl
options	ˈɑːpʃənz
or	ɔːɹ
oracle	ˈɔːɹəkəl
oral	ˈɔːɹəl
orange	ˈɔɹɪndʒ
orchestra	ˈɔːɹkᵻstɹə
order	ˈɔːɹdɚ
ordered	ˈɔːɹdɚd
ordering	ˈɔːɹdɚɹɪŋ
orders	ˈɔːɹdɚz
ordinance	ˈɔːɹdɪnəns
ordinary	ˈɔːɹdɪnˌɛɹi
oregon	ˈɔːɹɪɡən
org	ˈɔːɹɡ
organ	ˈɔːɹɡən
organic	ɔːɹɡˈænɪk
organisation	ˌɔːɹɡɐnəzˈeɪʃən
organisations	ˌɔːɹɡɐnəzˈeɪʃənz
organization	ˌɔːɹɡɐnᵻzˈeɪʃən
organizational	ˌɔːɹɡɐnᵻzˈeɪʃənəl
organizations	ˌɔːɹɡɐnᵻzˈeɪʃənz
organize	ˈɔːɹɡənˌaɪz
organized	ˈɔːɹɡənˌaɪzd
orgy	ˈɔːɹdʒi
oriental	ˌɔːɹɪˈɛntəl
orientation	ˌɔːɹiəntˈeɪʃən
oriented	ˈɔːɹiəntᵻd
origin	ˈɔːɹɪdʒˌɪn
original	ɚɹˈɪdʒɪnəl
originally	ɚɹˈɪdʒɪnəli
orlando	ɔːɹlˈændoʊ
orleans	ˈɔːɹliənz
os	ˌoʊˈɛs
oscar	ˈɑːskɚ
ot	ˈɑːt
other	ˈʌðɚ
others	ˈʌðɚz
otherwise	ˈʌðɚwˌaɪz
ottawa	ˈɑːɾɐwə
ou	ˈuː
ought	ˈɔːt
our	ˌaʊɚ
ourselves	aʊɚsˈɛlvz
out	ˈaʊt
outcome	ˈaʊtkʌm
outcomes	ˈaʊtkʌmz
outdoor	aʊtdˈɔːɹ
outdoors	aʊtdˈɔːɹz
outer	ˈaʊɾɚ
outlet	ˈaʊtlɛt
outline	ˈaʊtlaɪn
outlook	ˈaʊtlʊk
output	ˈaʊtpʊt
outreach	aʊtɹˈiːtʃ
outside	aʊtsˈaɪd
outsourcing	aʊtsˈɔːɹsɪŋ
outstanding	aʊtstˈændɪŋ
oval	ˈoʊvəl
oven	ˈʌvən
over	ˈoʊvɚ
overall	ˌoʊvɚɹˈɔːl
overcome	ˌoʊvɚkˈʌm
overhead	ˌoʊvɚhˈɛd
overnight	ˌoʊvɚnˈaɪt
overseas	ˌoʊvɚsˈiːz
overview	ˈoʊvɚvjˌuː
own	ˈoʊn
owned	ˈoʊnd
owner	ˈoʊnɚ
owners	ˈoʊnɚz
ownership	ˈoʊnɚʃˌɪp
oxford	ˈɑːksfɚd
oxygen	ˈɑːksɪdʒən
oz	ˈɑːz
p	pˈiː
pa	pˈɑː
pace	pˈeɪs
pacific	pɐsˈɪfɪk
pack	pˈæk
package	pˈækɪdʒ
packages	pˈækɪdʒᵻz
packaging	pˈækɪdʒɪŋ
packard	pˈækɚd
packed	pˈækt
packet	pˈækɪt
packets	pˈækɪts
packing	pˈækɪŋ
packs	pˈæks
pad	pˈæd
pads	pˈædz
page	pˈeɪdʒ
pages	pˈeɪdʒᵻz
paid	pˈeɪd
pain	pˈeɪn
paint	pˈeɪnt
painted	pˈeɪntᵻd
painting	pˈeɪntɪŋ
paintings	pˈeɪntɪŋz
pair	pˈɛɹ
pairs	pˈɛɹz
pakistan	pˌækɪstˈæn
pal	pˈæl
palace	pˈælɪs
palestinian	pˌæləstˈɪniːən
palm	pˈɑːm
pan	pˈæn
panama	pˈænəmˌɑː
panasonic	pˌænɐsˈɑːnɪk
panel	pˈænəl
panels	pˈænəlz
panties	pˈæntiz
pants	pˈænts
pantyhose	pˈæntɪhˌoʊz
paper	pˈeɪpɚ
paperback	pˈeɪpɚbˌæk
paperbacks	pˈeɪpɚbˌæks
papers	pˈeɪpɚz
par	pˈɑːɹ
para	pˈæɹə
parade	pɚɹˈeɪd
paradise	pˈæɹədˌaɪs
paragraph	pˈæɹəɡɹˌæf
parallel	pˈæɹəlˌɛl
parameter	pɚɹˈæmɪɾɚ
parameters	pɚɹˈæmɪɾɚz
parent	pˈɛɹənt
parenting	pˈɛɹəntɪŋ
parents	pˈɛɹənts
paris	pˈæɹɪs
parish	pˈæɹɪʃ
park	pˈɑːɹk
parker	pˈɑːɹkɚ
parking	pˈɑːɹkɪŋ
parks	pˈɑːɹks
parliament	pˈɑːɹləmənt
part	pˈɑːɹt
partial	pˈɑːɹʃəl
partially	pˈɑːɹʃəli
participant	pɑːɹtˈɪsɪpənt
participants	pɑːɹtˈɪsɪpənts
participate	pɑːɹtˈɪsᵻpˌeɪt
participating	pɑːɹtˈɪsᵻpˌeɪɾɪŋ
participation	pɑːɹtˈɪsɪpˈeɪʃən
particle	pˈɑːɹɾɪkəl
particles	pˈɑːɹɾɪkəlz
particular	pɚtˈɪkjʊlɚ
particularly	pɚtˈɪkjʊlɚli
parties	pˈɑːɹɾiz
partly	pˈɑːɹtli
partner	pˈɑːɹtnɚ
partners	pˈɑːɹtnɚz
partnership	pˈɑːɹtnɚʃˌɪp
partnerships	pˈɑːɹtnɚʃˌɪps
parts	pˈɑːɹts
party	pˈɑːɹɾi
pass	pˈæs
passage	pˈæsɪdʒ
passed	pˈæst
passenger	pˈæsɪndʒɚ
passengers	pˈæsɪndʒɚz
passes	pˈæsᵻz
passing	pˈæsɪŋ
passion	pˈæʃən
passport	pˈæspɔːɹt
password	pˈæswɜːd
past	pˈæst
paste	pˈeɪst
pat	pˈæt
patch	pˈætʃ
patches	pˈætʃᵻz
patent	pˈæʔn̩t
patents	pˈæʔn̩ts
path	pˈæθ
pathology	pæθˈɑːlədʒi
paths	pˈæθs
patient	pˈeɪʃənt
patients	pˈeɪʃənts
patio	pˈæɾɪˌoʊ
patricia	pɐtɹˈɪʃə
patrick	pˈætɹɪk
pattern	pˈætɚn
patterns	pˈætɚnz
paul	pˈɔːl
pay	pˈeɪ
payable	pˈeɪəbəl
payday	pˈeɪdeɪ
paying	pˈeɪɪŋ
payment	pˈeɪmənt
payments	pˈeɪmənts
paypal	pˈeɪpæl
payroll	pˈeɪɹoʊl
pays	pˈeɪz
pb	pˌiːbˈiː
pc	pˌiːsˈiː
pci	pˌiːsˌiːˈaɪ
pcs	pˌiːsˌiːˈɛs
pd	pˌiːdˈiː
pda	pˌiːdˌiːˈeɪ
pdas	pˈiːdˈæs
pdf	pˌiːdˌiːˈɛf
pdt	pˌiːdˌiːtˈiː
pe	pˈiː
peace	pˈiːs
peak	pˈiːk
pearl	pˈɜːl
pee	pˈiː
peeing	pˈiːɪŋ
peer	pˈɪɹ
pen	pˈɛn
penalties	pˈɛnəlɾiz
penalty	pˈɛnəlɾi
pendant	pˈɛndənt
pending	pˈɛndɪŋ
penis	pˈiːnɪs
penn	pˈɛn
pennsylvania	pˌɛnsɪlvˈeɪniə
penny	pˈɛni
pension	pˈɛnʃən
pentium	pˈɛntiəm
people	pˈiːpəl
peoples	pˈiːpəlz
pepper	pˈɛpɚ
per	pɜː
percent	pɚsˈɛnt
percentage	pɚsˈɛntɪdʒ
perception	pɚsˈɛpʃən
perfect	pˈɜːfɛkt
perfectly	pˈɜːfɛktli
perform	pɚfˈɔːɹm
performance	pɚfˈɔːɹməns
performances	pɚfˈɔːɹmənsᵻz
performed	pɚfˈɔːɹmd
performing	pɚfˈɔːɹmɪŋ
perfume	pˈɜːfjuːm
perhaps	pɚhˈæps
period	pˈiəɹɪəd
periodic	pˌiəɹɪˈɑːdɪk
periodically	pˌiəɹɪˈɑːdɪkli
periods	pˈiəɹɪədz
peripherals	pɚɹˈɪfɚɹəlz
perl	pˈɜːl
permalink	pˈɜːmɐlˌɪŋk
permanent	pˈɜːmənənt
permission	pɚmˈɪʃən
permissions	pɚmˈɪʃənz
permit	pˈɜːmɪt
permits	pˈɜːmɪts
permitted	pɚmˈɪɾᵻd
perry	pˈɛɹi
person	pˈɜːsən
personal	pˈɜːsənəl
personality	pˌɜːsənˈælᵻɾi
personalized	pˈɜːsənəlˌaɪzd
personally	pˈɜːsənəli
personals	pˈɜːsənəlz
personnel	pˌɜːsənˈɛl
persons	pˈɜːsənz
perspective	pɚspˈɛktɪv
perspectives	pɚspˈɛktɪvz
perth	pˈɜːθ
peru	pɚɹˈuː
pet	pˈɛt
pete	pˈiːt
peter	pˈiːɾɚ
petersburg	pˈiːɾɚzbˌɜːɡ
petition	pətˈɪʃən
petroleum	pətɹˈoʊliːəm
pets	pˈɛts
pg	pˌiːdʒˈiː
ph	pˌiːˈeɪtʃ
pharmaceutical	fˌɑːɹmɐsˈuːɾɪkəl
pharmaceuticals	fˌɑːɹmɐsˈuːɾɪkəlz
pharmacies	fˈɑːɹməsiz
pharmacology	fˌɑːɹmɐkˈɑːlədʒi
pharmacy	fˈɑːɹməsi
phase	fˈeɪz
phd	pˌiːˌeɪtʃdˈiː
phentermine	fˈɛntɚmɪn
phi	fˈaɪ
phil	fˈɪl
philadelphia	fɪlɐdˈɛlfiə
philip	fˈɪlɪp
philippines	fˈɪlᵻpˌiːnz
philips	fˈɪlɪps
phillips	fˈɪlɪps
philosophy	fɪlˈɑːsəfi
phoenix	fˈiːnɪks
phone	fˈoʊn
phones	fˈoʊnz
photo	fˈoʊɾoʊ
photograph	fˈoʊɾəɡɹˌæf
photographer	fətˈɑːɡɹəfɚ
photographers	fətˈɑːɡɹəfɚz
photographic	fˌoʊɾəɡɹˈæfɪk
photographs	fˈoʊɾəɡɹˌæfz
photography	fətˈɑːɡɹəfi
photos	fˈoʊɾoʊz
photoshop	fˈoʊɾoʊʃˌɑːp
php	pˌiːˌeɪtʃpˈiː
phpbb	pˌiːˌeɪtʃpˈiːbˌiːbˈiː
phrase	fɹˈeɪz
phys	fˈaɪz
physical	fˈɪzɪkəl
physician	fɪzˈɪʃən
physicians	fɪzˈɪʃənz
physics	fˈɪzɪks
physiology	fˌɪzɪˈɑːlədʒi
pi	pˈaɪ
piano	piˈænoʊ
pic	pˈɪk
pichunter	pˈɪtʃʌntɚ
pick	pˈɪk
picked	pˈɪkt
picks	pˈɪks
pickup	pˈɪkʌp
pics	pˈɪks
picture	pˈɪktʃɚ
pictures	pˈɪktʃɚz
pie	pˈaɪ
piece	pˈiːs
pieces	pˈiːsᵻz
pierre	pɪˈɛɹ
pig	pˈɪɡ
pill	pˈɪl
pills	pˈɪlz
pilot	pˈaɪlət
pin	pˈɪn
pine	pˈaɪn
pink	pˈɪŋk
pins	pˈɪnz
pioneer	paɪənˈɪɹ
pipe	pˈaɪp
pipeline	pˈaɪplaɪn
piss	pˈɪs
pissing	pˈɪsɪŋ
pit	pˈɪt
pitch	pˈɪtʃ
pittsburgh	pˈɪtsbɜːɡ
pixel	pˈɪksəl
pixels	pˈɪksəlz
pizza	pˈiːtsə
pl	pˌiːˈɛl
place	plˈeɪs
placed	plˈeɪst
placement	plˈeɪsmənt
places	plˈeɪsᵻz
placing	plˈeɪsɪŋ
plain	plˈeɪn
plains	plˈeɪnz
plan	plˈæn
plane	plˈeɪn
planet	plˈænɪt
planned	plˈænd
planner	plˈænɚ
planning	plˈænɪŋ
plans	plˈænz
plant	plˈænt
plants	plˈænts
plasma	plˈæzmə
plastic	plˈæstɪk
plate	plˈeɪt
plates	plˈeɪts
platform	plˈætfɔːɹm
platforms	plˈætfɔːɹmz
platinum	plˈætɪnəm
play	plˈeɪ
playboy	plˈeɪbɔɪ
played	plˈeɪd
player	plˈeɪɚ
players	plˈeɪɚz
playing	plˈeɪɪŋ
playlist	plˈeɪlɪst
plays	plˈeɪz
playstation	pleɪstˈeɪʃən
plaza	plˈɑːzə
plc	pˌiːˌɛlsˈiː
pleasant	plˈɛzənt
please	plˈiːz
pleased	plˈiːzd
pleasure	plˈɛʒɚ
plenty	plˈɛnti
plot	plˈɑːt
plug	plˈʌɡ
plugin	plˈʌɡɪn
plugins	plˈʌɡɪnz
plumbing	plˈʌmɪŋ
plus	plˈʌs
plymouth	plˈɪməθ
pm	pˌiːˈɛm
pmc	pˌiːˌɛmsˈiː
pmid	pˈiːmˈɪd
po	pˈoʊ
pocket	pˈɑːkɪt
podcast	pˈɑːdkæst
poem	pˈoʊᵻm
poems	pˈoʊᵻmz
poetry	pˈoʊɪtɹi
point	pˈɔɪnt
pointed	pˈɔɪntᵻd
pointer	pˈɔɪntɚ
points	pˈɔɪnts
poker	pˈoʊkɚ
poland	pˈoʊlənd
polar	pˈoʊlɚ
pole	pˈoʊl
police	pəlˈiːs
policies	pˈɑːlɪsiz
policy	pˈɑːlɪsi
polish	pˈɑːlɪʃ
political	pəlˈɪɾɪkəl
politics	pˈɑːlətˌɪks
poll	pˈoʊl
polls	pˈoʊlz
pollution	pəlˈuːʃən
polo	pˈoʊloʊ
poly	pˈɑːli
polyphonic	pˌɑːlɪfˈɑːnɪk
pond	pˈɑːnd
pool	pˈuːl
poor	pˈʊɹ
